Date,Close,High,Low,Open,Volume,Company,MA_7,MA_21,MA_50,Lag_1,Lag_5,Lag_10,Rolling_Mean_7,Rolling_Mean_21,Rolling_Std_7,Rolling_Std_21,Target,Daily_Return
2019-03-28,601.9866943359375,606.3245934275687,594.3733726565703,597.6710151211328,22930248,Reliance,600.3869192940848,578.1970796130952,558.9844921875,597.2283935546875,608.8253784179688,596.3652954101562,600.3869192940848,578.1970796130952,8.449152385064918,24.462716503547725,616.084716796875,0.007967305025350147
2019-04-01,616.084716796875,622.7021032334529,603.1154596255492,606.4131020011401,22088854,Reliance,601.3543875558036,581.8140578497024,561.3056811523437,601.9866943359375,593.9085693359375,593.8200073242188,601.3543875558036,581.8140578497024,9.903980995368764,24.166079818123,615.133056640625,0.023419159582072302
2019-04-02,615.133056640625,621.0644045184021,610.8837416081006,618.806959600837,17526740,Reliance,602.2554844447544,585.3172171456473,563.5525073242187,616.084716796875,586.2509765625,585.0116577148438,602.2554844447544,585.3172171456473,10.93073057487673,23.358703341230378,608.7147827148438,-0.0015446904140031803
2019-04-03,608.7147827148438,621.0201023548342,607.2983247627387,616.48305202846,17169813,Reliance,604.3706577845982,588.3556053524926,565.6838061523438,615.133056640625,605.1959838867188,597.5824584960938,604.3706577845982,588.3556053524926,10.469153578555929,21.94687308515149,598.910400390625,-0.010433960354582217
2019-04-04,598.910400390625,612.4772302504579,596.3430591887059,610.3968352667464,18320845,Reliance,606.1791469029018,591.0325113932291,567.1772668457031,608.7147827148438,597.2283935546875,609.3124389648438,606.1791469029018,591.0325113932291,7.485721885576106,19.37700873203789,599.2866821289062,-0.016106693319474785
2019-04-05,599.2866821289062,603.713047483883,594.4619545291577,602.4072750227529,14717266,Reliance,605.3349609375,593.4828287760416,568.2059582519531,598.910400390625,601.9866943359375,608.8253784179688,605.3349609375,593.4828287760416,7.934808382734397,16.710715136884964,588.3755493164062,0.0006282771814212218
2019-04-08,588.3755493164062,600.8800793688172,585.9189530457305,600.2161424166632,19081843,Reliance,604.0702689034598,594.8413056873139,569.0390014648438,599.2866821289062,616.084716796875,593.9085693359375,604.0702689034598,594.8413056873139,9.903502668577548,14.901269440436852,590.6773071289062,-0.018206866826640078
2019-04-09,590.6773071289062,593.4437406042086,584.7237990427792,588.2206517980837,20774977,Reliance,602.4546421595982,596.1945074172247,569.99642578125,588.3755493164062,615.133056640625,586.2509765625,602.4546421595982,596.1945074172247,11.144763974822464,12.958210491102626,589.3272094726562,0.00391205551483953
2019-04-10,589.3272094726562,596.675014637416,587.1582897123496,592.2264894127251,16651949,Reliance,598.6321411132812,597.549816313244,570.7396118164063,590.6773071289062,608.7147827148438,605.1959838867188,598.6321411132812,597.549816313244,10.242920635865325,10.292635776929105,596.14404296875,-0.00228567720472006
2019-04-11,596.14404296875,598.8883755610668,588.2650859024213,590.013483242508,12558520,Reliance,595.9194248744419,598.4498494466146,571.6319714355469,589.3272094726562,598.910400390625,597.2283935546875,595.9194248744419,598.4498494466146,7.2099832674895,9.196138542382958,594.5061645507812,0.011567145359186126
2019-04-12,594.5061645507812,600.6145623846402,591.651146738665,597.560333920002,12948769,Reliance,593.8896222795759,598.6975126720611,572.6372021484375,596.14404296875,599.2866821289062,601.9866943359375,593.8896222795759,598.6975126720611,4.497009835518552,9.005609123421564,593.2003784179688,-0.0027474541384532314
2019-04-15,593.2003784179688,597.0955936790656,590.9207727394057,595.347137600993,9285737,Reliance,593.0739048549107,598.5468023390997,573.7836315917968,594.5061645507812,588.3755493164062,616.084716796875,593.0739048549107,598.5468023390997,3.914666111913045,9.072822536659077,594.7938842773438,-0.002196421518688818
2019-04-16,594.7938842773438,601.9866828312216,593.1339531383726,595.3471355615848,17360317,Reliance,592.4320765904018,598.5931774321057,575.0942822265625,593.2003784179688,590.6773071289062,615.133056640625,592.4320765904018,598.5931774321057,2.9839511757629817,9.049913852809452,613.4732055664062,0.0026862859791572102
2019-04-18,613.4732055664062,615.1551793737904,604.1999524621015,608.6263175144761,39286534,Reliance,596.0174560546875,599.9484892345611,576.5001000976563,594.7938842773438,589.3272094726562,608.7147827148438,596.0174560546875,599.9484892345611,8.059289272383655,9.045446651750442,595.5021362304688,0.03140469628694542
2019-04-22,595.5021362304688,605.085227013863,593.7094175338176,601.9867358910117,23607922,Reliance,596.7067173549107,599.8494262695312,577.3446557617187,613.4732055664062,596.14404296875,598.910400390625,596.7067173549107,599.8494262695312,7.725883524960765,9.083963818958782,603.69091796875,-0.029293975959952867
2019-04-23,603.69091796875,607.7410225803753,595.7898603109938,596.6751097030148,19807450,Reliance,598.7586757114956,599.5817347935268,577.9904638671875,595.5021362304688,594.5061645507812,599.2866821289062,598.7586757114956,599.5817347935268,7.336936774494165,8.871503788066974,615.0444946289062,0.013751053506065203
2019-04-24,615.0444946289062,617.3904643392481,604.7531466235507,606.5458650761914,16101112,Reliance,601.458740234375,599.8778831845239,578.8575915527343,603.69091796875,593.2003784179688,588.3755493164062,601.458740234375,599.8778831845239,9.401622216713612,9.289461239074564,607.4754028320312,0.01880693633483488
2019-04-25,607.4754028320312,625.180921221674,603.137562941129,614.8674710903454,30469914,Reliance,603.3114885602679,600.5239228748139,579.4077905273438,615.0444946289062,594.7938842773438,590.6773071289062,603.3114885602679,600.5239228748139,9.07538968400314,9.3252525067868,616.505126953125,-0.012306575968039302
2019-04-26,616.505126953125,617.8994831602779,606.7228863920471,608.6262313685243,15069884,Reliance,606.6407383510044,601.9645967029389,580.3143103027344,607.4754028320312,613.4732055664062,589.3272094726562,606.6407383510044,601.9645967029389,9.02243873210009,9.34693054164079,616.505126953125,0.014864345254141043
2019-04-30,616.505126953125,618.0986346931494,604.9965912649715,618.0986346931494,22348580,Reliance,609.7423444475446,602.5031273251489,581.3332604980469,616.505126953125,595.5021362304688,596.14404296875,609.7423444475446,602.5031273251489,7.937725245637323,9.854433134325912,621.9275512695312,0.0
2019-05-02,621.9275512695312,625.8448682453895,611.768990059855,616.1510924873053,18992003,Reliance,610.9501081194196,603.6792776925223,582.677109375,616.505126953125,603.69091796875,594.5061645507812,610.9501081194196,603.6792776925223,9.150537155890706,10.636335256515093,623.609619140625,0.008795424529889573
2019-05-03,623.609619140625,627.4384708557296,620.865286674731,623.21125687717,14240262,Reliance,614.9654628208706,604.7089407784598,584.0267126464844,621.9275512695312,615.0444946289062,593.2003784179688,614.9654628208706,604.7089407784598,7.201340750316079,11.477634551851905,613.0083618164062,0.002704604206165362
2019-05-06,613.0083618164062,620.9315793269321,609.9983960458962,618.8069219399775,15832114,Reliance,616.2965262276786,604.5624476841518,585.4493493652344,623.609619140625,607.4754028320312,594.7938842773438,616.2965262276786,604.5624476841518,5.407843467001924,11.344036633626,594.6832885742188,-0.016999829699272384
2019-05-07,594.6832885742188,617.4791123504609,593.2225678613632,617.39058740395,19417647,Reliance,613.3877825055804,603.5886492047991,586.3262170410156,613.0083618164062,616.505126953125,613.4732055664062,613.3877825055804,603.5886492047991,9.847229341598736,11.26873861810518,575.18505859375,-0.02989367581852953
2019-05-08,575.18505859375,593.1339922776132,571.9759409135609,593.1339922776132,31958919,Reliance,608.7748761858259,601.9919956752232,587.0286828613281,594.6832885742188,616.505126953125,595.5021362304688,608.7748761858259,601.9919956752232,17.594256175012404,12.78014233750379,556.151611328125,-0.03278758686361727
2019-05-09,556.151611328125,570.47090294577,554.0712163675477,570.47090294577,42670173,Reliance,600.1529453822544,599.9558628627232,587.3858911132812,575.18505859375,621.9275512695312,603.69091796875,600.1529453822544,599.9558628627232,25.969323229530985,16.234874187217862,553.8057250976562,-0.03309099737771215
2019-05-10,553.8057250976562,565.5577364097078,551.0834944331871,559.9362251932031,24557430,Reliance,591.1958879743304,597.7901030040923,587.534619140625,556.151611328125,623.609619140625,615.0444946289062,591.1958879743304,597.7901030040923,29.90402241092754,19.107994896515983,545.3512573242188,-0.004218069646272582
2019-05-13,545.3512573242188,558.0770407016413,543.3372265765931,552.3670646760603,17603659,Reliance,580.2564174107143,595.7413271949405,587.403154296875,553.8057250976562,613.0083618164062,607.4754028320312,580.2564174107143,595.7413271949405,30.78174311500652,22.220892157793102,557.9221801757812,-0.015266125629067262
2019-05-14,557.9221801757812,561.8616578495395,545.107812119542,547.3209945199728,28438234,Reliance,570.8724975585938,594.1815592447916,587.6519165039062,545.3512573242188,594.6832885742188,616.505126953125,570.8724975585938,594.1815592447916,24.792494312070417,23.69484558988354,556.350830078125,0.023051056878904186
2019-05-15,556.350830078125,565.6905068440055,553.5622353372404,563.4773242204387,24419559,Reliance,562.778564453125,592.6112554640997,587.8696948242188,557.9221801757812,575.18505859375,616.505126953125,562.778564453125,592.6112554640997,16.657691632466776,25.08458747408772,560.0911865234375,-0.002816432386970491
2019-05-16,560.0911865234375,562.9904671434444,556.8820685929253,557.7009538898299,14451308,Reliance,557.8368355887277,590.8944527762277,588.268955078125,556.350830078125,556.151611328125,621.9275512695312,557.8368355887277,590.8944527762277,8.974388863533195,26.046025829677745,560.99853515625,0.006723017641201867
2019-05-17,560.99853515625,565.2256894999022,554.1818786920556,560.8214852839767,17276949,Reliance,555.8101893833706,589.2988513764881,588.6575915527344,560.0911865234375,553.8057250976562,623.609619140625,555.8101893833706,589.2988513764881,5.220510378543962,26.82831138782218,586.8927612304688,0.0016200016258862693
2019-05-20,586.8927612304688,592.1159095094665,576.9776733603718,581.448359716685,26979100,Reliance,560.2017822265625,588.9984886532739,589.4972741699219,560.99853515625,545.3512573242188,613.0083618164062,560.2017822265625,588.9984886532739,12.87458388620747,26.817754027788126,593.0454711914062,0.04615738625236632
2019-05-21,593.0454711914062,605.0852175397996,588.729791746263,589.6814643939042,30343560,Reliance,565.8074602399554,588.9152308872768,590.5042761230469,586.8927612304688,557.9221801757812,594.6832885742188,565.8074602399554,588.9152308872768,17.37988510487665,26.801571325349386,593.3109741210938,0.010483533564186187
2019-05-22,593.3109741210938,601.8538661321671,590.96500441242,595.6348421452735,24689918,Reliance,572.6588483537946,587.9551246279761,591.4138952636719,593.0454711914062,556.350830078125,575.18505859375,572.6588483537946,587.9551246279761,17.424880879684963,26.232951667493104,590.433837890625,0.00044769405144284846
2019-05-23,590.433837890625,616.15103811441,586.4943604811834,607.2983091066549,38766006,Reliance,577.3033708844866,587.7137770879837,592.0256213378906,593.3109741210938,560.0911865234375,556.151611328125,577.3033708844866,587.7137770879837,17.173325145440405,26.18331384465553,591.7396240234375,-0.004849288747323155
2019-05-24,591.7396240234375,599.2423185345325,582.7319466350825,596.675036517145,22269265,Reliance,582.3589128766741,587.1446678524926,592.6152124023438,590.433837890625,560.99853515625,553.8057250976562,582.3589128766741,587.1446678524926,15.055594109346478,25.947500167470952,580.1425170898438,0.002211570626571069
2019-05-27,580.1425170898438,592.0273731116835,578.5269075629556,591.8503232509513,16076686,Reliance,585.223388671875,585.4826689220611,593.0007482910156,591.7396240234375,586.8927612304688,545.3512573242188,585.223388671875,585.4826689220611,11.630776028741929,25.17744827283657,585.9411010742188,-0.019598327478462796
2019-05-28,585.9411010742188,590.8322514138105,581.3376863176912,584.1927040808862,42594251,Reliance,588.7866123744419,584.4572259812128,593.1747033691406,580.1425170898438,593.0454711914062,557.9221801757812,588.7866123744419,584.4572259812128,4.7687410522729845,24.67035229593101,581.2049560546875,0.009995102605929063
2019-05-29,581.2049560546875,590.1683724282613,577.2654779155396,584.7239111684964,15558515,Reliance,587.9740687779018,582.7762654622396,593.0126977539062,585.9411010742188,593.3109741210938,556.350830078125,587.9740687779018,582.7762654622396,5.563550995290611,23.55493234705123,588.5968627929688,-0.008082971156739727
2019-05-30,588.5968627929688,594.0191617736999,582.6212535255329,582.6212535255329,23494381,Reliance,587.3385532924107,581.4473005022321,592.8573291015625,581.2049560546875,590.433837890625,560.0911865234375,587.3385532924107,581.4473005022321,5.124454255212696,22.31126498894102,588.7739868164062,0.012718244504414944
2019-05-31,588.7739868164062,593.9749741568739,584.3697238404902,592.204416473568,25724066,Reliance,586.690412248884,579.8685593377976,592.7564086914062,588.5968627929688,591.7396240234375,560.99853515625,586.690412248884,579.8685593377976,4.49092120548778,20.39428797647509,602.0752563476562,0.0003009258707173945
2019-06-03,602.0752563476562,605.1958488284881,584.8123628335076,590.920760397822,18556942,Reliance,588.3534720284598,578.8431134905134,593.0976806640625,588.7739868164062,580.1425170898438,586.8927612304688,588.3534720284598,578.8431134905134,7.352211200704474,18.542268466750677,598.2907104492188,0.022591469441732848
2019-06-04,598.2907104492188,608.2943239066423,596.7193632541569,600.8579927431291,15442761,Reliance,589.2893415178571,578.1422729492188,593.111845703125,602.0752563476562,585.9411010742188,593.0454711914062,589.2893415178571,578.1422729492188,8.220723583604736,17.431214107756077,587.5346069335938,-0.006285835298058151
2019-06-06,587.5346069335938,602.8277324367702,584.7681141139942,602.8277324367702,16764835,Reliance,590.3453543526786,577.8018595377604,592.6762890625,598.2907104492188,581.2049560546875,593.3109741210938,590.3453543526786,577.8018595377604,7.269689723105646,17.15972280963701,582.0238647460938,-0.017978055363000567
2019-06-07,582.0238647460938,587.4904279138191,577.9073365559552,586.9150157633808,14722419,Reliance,589.7857491629464,578.1275169735864,592.1402587890625,587.5346069335938,588.5968627929688,590.433837890625,589.7857491629464,578.1275169735864,7.796879381889638,17.172466786682783,583.905029296875,-0.009379434202627102
2019-06-10,583.905029296875,587.3797219595616,579.8991869751485,584.6796520973529,11768468,Reliance,590.1714739118304,579.4491083054315,591.9401879882812,582.0238647460938,588.7739868164062,591.7396240234375,590.1714739118304,579.4491083054315,7.355942487512708,16.449366027123062,588.331298828125,0.003232108964469793
2019-06-11,588.331298828125,590.6994293154609,583.3959454068723,585.1000798331271,11492074,Reliance,590.1335362025669,581.0931832449777,591.9817944335938,583.905029296875,602.0752563476562,580.1425170898438,590.1335362025669,581.0931832449777,7.366094720091124,15.453446912391891,589.6593017578125,0.007580461392120652
2019-06-12,589.6593017578125,592.4257947525115,586.4944465364875,590.7880242809626,10297599,Reliance,590.260009765625,583.2030901227679,591.6710607910156,588.331298828125,598.2907104492188,585.9411010742188,590.260009765625,583.2030901227679,7.346435228420199,13.188229031301567,587.4903564453125,0.002257236581383104
2019-06-13,587.4903564453125,590.787998934032,579.2573010665908,588.7076038554885,15686169,Reliance,588.1764526367188,584.6110985165551,591.4763000488281,589.6593017578125,587.5346069335938,581.2049560546875,588.1764526367188,584.6110985165551,5.188177569353205,11.866363604823496,583.19677734375,-0.003678302548665413
2019-06-14,583.19677734375,586.4944198237544,579.5892975904819,585.1222242324548,14942768,Reliance,586.0201764787946,585.8894769577753,591.1005017089843,587.4903564453125,582.0238647460938,588.5968627929688,586.0201764787946,585.8894769577753,2.928463356662597,9.963056649409324,567.5938720703125,-0.007308339710529688
2019-06-17,567.5938720703125,584.2812968208682,565.9118390345379,584.2812968208682,14908257,Reliance,583.1715000697544,586.2467476981027,590.1306848144532,583.19677734375,583.905029296875,588.7739868164062,583.1715000697544,586.2467476981027,7.437359291168186,9.08775779505241,567.0184326171875,-0.026754100639072576
2019-06-18,567.0184326171875,570.0947629240811,561.7510214030443,566.0888616521408,16797371,Reliance,581.0278669084821,586.5334094819568,589.1683923339843,567.5938720703125,588.331298828125,602.0752563476562,581.0278669084821,586.5334094819568,9.655087249181678,8.313474076997908,565.4027709960938,-0.001013822526001018
2019-06-19,565.4027709960938,576.3137950100071,558.8739088523005,569.6299846715991,14492763,Reliance,578.3846871512277,585.5100766136533,588.3021520996094,567.0184326171875,589.6593017578125,598.2907104492188,578.3846871512277,585.5100766136533,11.152615709583442,9.504368365054711,573.9899291992188,-0.002849398764051325
2019-06-20,573.9899291992188,575.4285481413866,565.690509101577,566.5757585163682,10748848,Reliance,576.335920061384,584.6026698521206,587.8037426757812,565.4027709960938,587.4903564453125,587.5346069335938,576.335920061384,584.6026698521206,10.305999146780474,9.657382817649289,566.3544311523438,0.015187683265146745
2019-06-21,566.3544311523438,573.6579750124874,564.6060340567591,573.6358142299943,23236832,Reliance,573.0066528320312,583.3190249488467,587.14509765625,573.9899291992188,583.19677734375,582.0238647460938,573.0066528320312,583.3190249488467,8.961130783389757,10.217293871529431,558.785400390625,-0.013302494797299613
2019-06-24,558.785400390625,565.0044254240186,556.4394302871855,563.1010800390728,11267228,Reliance,568.9059448242188,581.8119564964658,586.5532946777344,566.3544311523438,567.5938720703125,583.905029296875,568.9059448242188,581.8119564964658,7.7089439072367645,11.382977840151836,573.5914916992188,-0.013364476987172691
2019-06-25,573.5914916992188,574.543164242957,555.1777744289116,557.2360676913559,14966899,Reliance,567.5337611607143,580.947759719122,586.2115783691406,558.785400390625,567.0184326171875,588.331298828125,567.5337611607143,580.947759719122,5.1819098210560215,11.280021258125032,572.839111328125,0.026496918670823266
2019-06-26,572.839111328125,577.4646873103839,569.386520381215,571.4448139366182,11593027,Reliance,568.2830810546875,580.5999784923736,585.88181640625,573.5914916992188,565.4027709960938,589.6593017578125,568.2830810546875,580.5999784923736,5.557665896672345,11.417835537650328,563.986328125,-0.001311700717290809
2019-06-27,563.986328125,574.0563053208624,562.5919717680536,572.3964332567001,24905533,Reliance,567.8499232700893,579.5545131138393,585.238662109375,572.839111328125,573.9899291992188,587.4903564453125,567.8499232700893,579.5545131138393,5.786122358972476,11.899311325408013,554.6688232421875,-0.015454222709409438
2019-06-28,554.6688232421875,567.8372915725133,552.699054776036,565.2921110232309,18942165,Reliance,566.3165021623884,578.2908877418155,584.4419152832031,563.986328125,566.3544311523438,583.19677734375,566.3165021623884,578.2908877418155,7.661249390674166,13.06696993983197,561.640380859375,-0.01652079920764926
2019-07-01,561.640380859375,563.3223546770223,551.7252923519377,556.8598569334886,13478857,Reliance,564.5522809709821,577.0072457449777,583.8107153320312,554.6688232421875,558.785400390625,567.5938720703125,564.5522809709821,577.0072457449777,6.992445285474299,13.32542279546826,565.911865234375,0.012568865104833016
2019-07-02,565.911865234375,567.018486183894,559.1837918752126,563.8978931122131,10146746,Reliance,564.4890572684152,575.9185732886905,583.2330749511718,561.640380859375,573.5914916992188,567.0184326171875,564.4890572684152,575.9185732886905,6.9754150397333605,13.24971653420194,567.7044677734375,0.007605372620223871
2019-07-03,567.7044677734375,569.4529239698368,564.3847234502912,567.8594159651082,8806492,Reliance,565.7632097516741,574.2818690708706,582.3177001953125,565.911865234375,572.839111328125,565.4027709960938,565.7632097516741,574.2818690708706,6.562283659180926,11.91248171220716,568.3463745117188,0.0031676355439553827
2019-07-04,568.3463745117188,571.4448659709166,566.5758164058096,567.1955501549058,9351405,Reliance,565.0139072963169,572.8559483119419,581.7745849609375,567.7044677734375,563.986328125,573.9899291992188,565.0139072963169,572.8559483119419,5.771221183328057,10.616618557664284,559.2058715820312,0.0011307058068414921
2019-07-05,559.2058715820312,571.2235169653313,557.723049208124,568.8332252636018,10926753,Reliance,563.0663016183036,571.5069609142486,580.8848840332031,568.3463745117188,554.6688232421875,566.3544311523438,563.0663016183036,571.5069609142486,4.929321272770735,10.456811800923,554.2039794921875,-0.016082627319546683
2019-07-08,554.2039794921875,561.3083116822136,552.4998451082868,556.8376847003334,14009219,Reliance,561.6688232421875,570.1822044735864,579.6680737304688,559.2058715820312,561.640380859375,558.785400390625,561.6688232421875,570.1822044735864,5.913444192025093,10.813952997201746,566.6199340820312,-0.008944634425409492
2019-07-09,566.6199340820312,568.1249169517715,551.3047078871608,552.8317924411703,17535754,Reliance,563.3761247907366,569.3591047014509,578.8509643554687,554.2039794921875,565.911865234375,573.5914916992188,563.3761247907366,569.3591047014509,5.242809071764401,10.365756315370772,566.0667114257812,0.022403221646333904
2019-07-10,566.0667114257812,570.7143885662242,561.5739233692843,566.5978610200226,12018196,Reliance,564.0084577287946,568.2988862537202,577.8421960449218,566.6199340820312,567.7044677734375,572.839111328125,564.0084577287946,568.2988862537202,5.265450544372628,9.424087374911627,567.2617797851562,-0.0009763557950820401
2019-07-11,567.2617797851562,570.913580866762,566.265844780248,569.6741727579423,8608376,Reliance,564.2013026646206,567.2323375883557,576.8573291015625,566.0667114257812,568.3463745117188,563.986328125,564.2013026646206,567.2323375883557,5.370453685003385,8.053535401150356,566.7970581054688,0.0021111793632324627
2019-07-12,566.7970581054688,575.4284751870541,565.7125390667155,567.9036197336648,15692436,Reliance,564.0716727120536,566.2469424293155,575.7547192382813,567.2617797851562,559.2058715820312,554.6688232421875,564.0716727120536,566.2469424293155,5.282025964744983,6.582551607706514,564.8494873046875,-0.0008192367197090711
2019-07-15,564.8494873046875,570.7807762086532,562.3043067510758,568.7889060528559,10659498,Reliance,563.5721173967634,565.3732619512649,574.5795166015625,566.7970581054688,554.2039794921875,561.640380859375,563.5721173967634,565.3732619512649,4.966283339122067,5.31613591544131,572.3300170898438,-0.0034360989933346353
2019-07-16,572.3300170898438,573.1710630706701,565.2699466652127,566.5536173225701,10070773,Reliance,565.4469953264509,565.5987926664807,573.7659497070313,564.8494873046875,566.6199340820312,565.911865234375,565.4469953264509,565.5987926664807,5.492636813459861,5.511910775822688,567.3944702148438,0.013243403691222788
2019-07-17,567.3944702148438,574.1004393146007,566.5755852089366,572.9052938747893,9482233,Reliance,567.3313511439732,565.61669921875,573.2201733398438,572.3300170898438,566.0667114257812,567.7044677734375,567.3313511439732,565.61669921875,2.364530624657944,5.517361483280573,558.5419311523438,-0.008623603039547012
2019-07-18,558.5419311523438,569.4086930921562,556.8377964265185,567.461085221746,11942908,Reliance,566.1773507254464,565.2899925595239,572.8873107910156,567.3944702148438,567.2617797851562,568.3463745117188,566.1773507254464,565.2899925595239,4.102271753577073,5.72970614686267,552.8539428710938,-0.015602089070674174
2019-07-19,552.8539428710938,563.4550687182115,550.0652895035726,561.3525721722013,16336536,Reliance,564.289812360491,564.2835170200893,572.821357421875,558.5419311523438,566.7970581054688,559.2058715820312,564.289812360491,564.2835170200893,6.500424979513692,5.976136844422312,566.7970581054688,-0.010183637009158697
2019-07-22,566.7970581054688,568.5675567105824,543.2487175124882,553.7392172248569,29092589,Reliance,564.2234235491071,564.3045944940476,573.0811840820312,552.8539428710938,564.8494873046875,554.2039794921875,564.2234235491071,564.3045944940476,6.467302219862261,5.9845806271278486,563.7207641601562,0.025220251052141096
2019-07-23,563.7207641601562,572.7283832232471,557.9000427899266,568.7889053842914,20316348,Reliance,563.783952985491,564.5396118164062,573.44857421875,566.7970581054688,572.3300170898438,566.6199340820312,563.783952985491,564.5396118164062,6.367012892189133,5.8524506148339865,557.32470703125,-0.005427505138426603
2019-07-24,557.32470703125,566.044650794516,554.8680510801075,563.6986805761317,15189179,Reliance,562.708984375,563.7650030226935,573.4366247558594,563.7207641601562,567.3944702148438,566.0667114257812,562.708984375,563.7650030226935,6.779020471683381,5.66807503116436,545.1077880859375,-0.011346144289070548
2019-07-25,545.1077880859375,561.7288456848177,543.1159181038291,559.4935026021844,21805071,Reliance,558.8200945172991,562.4444638206845,573.2117639160156,557.32470703125,558.5419311523438,567.2617797851562,558.8200945172991,562.4444638206845,8.032271382385112,6.60179301164046,537.273193359375,-0.02192064839613772
2019-07-26,537.273193359375,549.9768774552333,535.5911603200976,545.1078873216514,20387504,Reliance,554.5170549665179,561.1724097842261,572.7554040527343,545.1077880859375,552.8539428710938,566.7970581054688,554.5170549665179,561.1724097842261,10.394231466212869,8.570030278736759,536.0116577148438,-0.014372560616080166
2019-07-29,536.0116577148438,540.9028083982834,533.422214571478,538.645363328299,17626045,Reliance,551.2984444754464,560.2839733305432,572.2556665039062,537.273193359375,566.7970581054688,564.8494873046875,551.2984444754464,560.2839733305432,12.260874162130714,10.107174383524688,522.7103881835938,-0.002348033849675857
2019-07-30,522.7103881835938,540.0175454119949,520.5193664215706,537.3395773958161,20853117,Reliance,546.9922223772321,558.430164155506,570.9720190429688,536.0116577148438,563.7207641601562,572.3300170898438,546.9922223772321,558.430164155506,16.263593070059013,13.001663666977098,516.2257080078125,-0.024815261645533493
2019-07-31,516.2257080078125,524.5251264768442,514.5215145756243,520.4307600937482,21229950,Reliance,539.7677437918527,556.0641566685268,569.4356237792969,522.7103881835938,557.32470703125,567.3944702148438,539.7677437918527,556.0641566685268,17.20475714106324,15.793270101336851,522.4227294921875,-0.012405875839421099
2019-08-01,522.4227294921875,525.9416845388708,509.1878371492463,514.9642372860822,22628222,Reliance,533.8680245535714,553.9078834170386,568.0178588867187,516.2257080078125,545.1077880859375,558.5419311523438,533.8680245535714,553.9078834170386,14.48837198327884,17.156859544626315,527.3840942382812,0.01200448057554171
2019-08-02,527.3840942382812,533.5736847175336,517.4763144920341,523.5323205368504,23766807,Reliance,529.5907941545759,551.9572986421131,566.7568640136719,522.4227294921875,537.273193359375,552.8539428710938,529.5907941545759,551.9572986421131,10.191827090266882,17.751475369305396,509.1271667480469,0.009496839371664345
