Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2021-09-03,165.8243865966797,166.33619464919067,165.1551020227825,165.1551020227825,10622796
2021-09-06,164.80079650878906,166.2968423008826,164.60395396021926,166.13935328921627,11041632
2021-09-07,166.72988891601562,168.77709613116127,165.47006429233338,166.06060435526612,38933378
2021-09-08,166.33619689941406,167.7141320768607,165.11573824548404,167.12357951699698,17897021
2021-09-09,167.43853759765625,168.42277518388516,165.78501545822996,166.17871298818963,19784972
2021-09-13,168.61961364746094,169.40700868840878,166.76924902630796,167.98970759657496,16661794
2021-09-14,170.155029296875,171.06053486327144,168.6589836743691,169.21015772069546,20377545
2021-09-15,170.07626342773438,171.02113488517887,169.5251019280091,170.9424028755063,21028598
2021-09-16,181.69027709960938,183.97371757815284,170.31249062252212,170.82429861341524,154986538
2021-09-17,182.00526428222656,186.84770786057976,180.39110810454815,183.46193146136088,82563658
2021-09-20,184.0524444580078,188.46183631236283,181.2965745490359,181.88712701334362,73101936
2021-09-21,190.1547393798828,190.90275592435293,182.43831549865877,184.99733063051883,58854434
2021-09-22,191.72950744628906,193.5405059437902,189.52481145327206,191.72950744628906,54648494
2021-09-23,190.94215393066406,193.38307144666118,190.31224778288563,192.91062935848507,22630330
2021-09-24,187.7532196044922,192.1232337623867,187.1626670339593,192.1232337623867,25779310
2021-09-27,187.95005798339844,190.4303412927185,185.4304086626946,188.81618509788893,23772123
2021-09-28,187.20204162597656,190.23348653066995,186.06031499827827,188.85555135701787,16319138
2021-09-29,187.4776153564453,190.07599651893244,185.58787225887255,185.82409326540423,16045073
2021-09-30,185.9421844482422,189.28858181391658,185.2335339796202,188.8948968137236,16987893
2021-10-01,185.3123016357422,186.61149233190739,183.3831923588857,185.19419112202874,16570661
2021-10-04,186.29652404785156,187.67445913294048,185.35165249274198,185.82409450896697,11098123
2021-10-05,184.80044555664062,186.96577529836,184.64296907171635,186.13901439450404,9578825
2021-10-06,182.083984375,186.13904508167212,181.57217635661507,184.8792205172433,18179336
2021-10-07,183.4225311279297,184.99730852262542,182.9107231717846,183.46189713152893,10770973
2021-10-08,182.4383087158203,184.87921325467937,182.04461121540055,184.83984724783932,10114327
2021-10-11,187.43824768066406,188.5799618158465,182.4383275878769,182.67453613069122,22000303
2021-10-12,189.9972381591797,191.33580712872276,187.39885718631047,187.87128668755778,30347455
2021-10-13,196.21762084960938,197.55617728927598,189.09173774077885,190.98148062627615,52091422
2021-10-14,202.0049591064453,206.17813037151106,197.12313729423073,199.40657792601294,88696178
2021-10-18,206.72927856445312,208.89459594414822,202.6348523063595,205.50882014462198,62614961
2021-10-19,193.6586151123047,206.7292895233663,192.94996461617106,205.82378404215478,61336411
2021-10-20,194.17042541503906,195.66647101077237,190.82401518718382,193.6586298649954,49663940
2021-10-21,192.6743927001953,195.5483609157645,191.4145681109761,195.27277389695593,23385990
2021-10-22,186.29652404785156,193.54051850812448,184.01309589389874,192.67439144816584,36905793
2021-10-25,183.77687072753906,186.33588584060786,181.49344262525247,184.32804474910344,23194065
2021-10-26,186.37527465820312,188.18627333269242,183.1469748432162,184.32805496785062,19663381
2021-10-27,187.7532196044922,189.99726946315127,185.9815868475765,189.17052081908815,26909428
2021-10-28,177.24154663085938,185.78473183439743,176.4935175841915,185.11544728429377,48064941
2021-10-29,175.74549865722656,179.721814940213,175.03684810701768,177.1627997576443,27668175
2021-11-01,178.61944580078125,179.17061977230944,175.1943039582894,176.49349440088918,24090945
